player_id,player,squad,comp,nation_code,league_nation,position,position_role,age,min,ninety_mins_played,goals,assists,xg,xag,passes_completed,pass_completion_pct,passes_completed_per90,pabr,take_ons_attempted,take_ons_successful,take_ons_per90,shots,shots_on_target,shots_per90,tackles,tackles_per90,interceptions,interceptions_per90,aerials_won,aerials_won_per90,progressive_carries,progressive_carries_per90,touches_att_third_per90,xt_carry,sprint_count_proxy,accel_count_proxy,ddi_proxy,market_value_m,market_value_source,is_foreign
kristijan-jakić-augsburg,Kristijan Jakić,Augsburg,Bundesliga,CRO,GER,MF,DM,27.0,1003,11.1,0,1,0.5,0.4,371,82.1,33.42342342342342,0.821,10,5,0.45045045045045046,8,2,0.7207207207207208,23,2.0720720720720722,13,1.1711711711711712,19,1.7117117117117118,16,1.4414414414414416,9.18918918918919,1.2387387387387387,1.58,9.91,40.09,15.95,imputed,1
lewis-cook-bournemouth,Lewis Cook,Bournemouth,Premier League,ENG,ENG,"MF,DF",DM,27.0,1312,14.6,1,3,0.6,2.3,532,74.6,36.43835616438356,0.746,8,3,0.20547945205479454,9,2,0.6164383561643836,39,2.671232876712329,25,1.7123287671232876,16,1.095890410958904,17,1.1643835616438356,15.616438356164384,0.9246575342465753,1.23,16.2,26.85,32.75,imputed,0
lucas-torró-osasuna,Lucas Torró,Osasuna,La Liga,ESP,ESP,MF,DM,30.0,1488,16.5,3,0,1.1,0.3,514,74.1,31.151515151515152,0.741,3,2,0.12121212121212122,13,5,0.7878787878787878,39,2.3636363636363638,25,1.5151515151515151,79,4.787878787878788,4,0.24242424242424243,6.303030303030303,0.5909090909090908,0.28,6.42,23.21,18.72,imputed,0
lucien-agoume-sevilla,Lucien Agoume,Sevilla,La Liga,FRA,ESP,MF,DM,22.0,949,10.5,0,0,0.1,0.6,458,80.6,43.61904761904762,0.8059999999999999,12,10,0.9523809523809523,3,0,0.2857142857142857,25,2.380952380952381,18,1.7142857142857142,16,1.5238095238095237,12,1.1428571428571428,9.619047619047619,0.8095238095238094,1.43,10.19,26.67,14.07,imputed,1
magnus-knudsen-holstein-kiel,Magnus Knudsen,Holstein Kiel,Bundesliga,NOR,GER,MF,DM,23.0,926,10.3,0,1,0.2,0.7,376,86.2,36.50485436893204,0.862,7,6,0.5825242718446602,4,1,0.3883495145631068,28,2.7184466019417473,8,0.7766990291262136,5,0.48543689320388345,9,0.8737864077669902,3.786407766990291,0.6067961165048543,1.05,4.22,17.38,2.0,transfermarkt,1
mahdi-camara-brest,Mahdi Camara,Brest,Ligue 1,FRA,FRA,MF,DM,26.0,1046,11.6,2,1,1.0,0.8,400,86.6,34.48275862068966,0.866,32,13,1.120689655172414,17,7,1.4655172413793105,36,3.103448275862069,13,1.120689655172414,5,0.4310344827586207,20,1.7241379310344829,14.482758620689655,1.7241379310344829,2.06,15.34,58.79,25.49,imputed,0
manu-morlanes-mallorca,Manu Morlanes,Mallorca,La Liga,ESP,ESP,MF,DM,25.0,1031,11.5,0,0,0.4,0.2,461,88.5,40.08695652173913,0.885,5,1,0.08695652173913043,9,0,0.782608695652174,32,2.782608695652174,23,2.0,8,0.6956521739130435,14,1.2173913043478262,10.08695652173913,0.9130434782608696,1.24,10.7,22.96,17.12,imputed,0
marc-casado-barcelona,Marc Casado,Barcelona,La Liga,ESP,ESP,MF,DM,21.0,1182,13.1,0,3,0.9,1.3,894,89.2,68.2442748091603,0.892,8,3,0.22900763358778625,11,0,0.8396946564885497,32,2.4427480916030535,13,0.9923664122137404,5,0.3816793893129771,9,0.6870229007633588,14.122137404580153,0.6488549618320612,0.76,14.47,17.71,27.94,imputed,0
mario-lemina-wolves,Mario Lemina,Wolves,Premier League,GAB,ENG,"MF,DF",DM,31.0,1332,14.8,1,3,1.4,1.1,474,80.6,32.027027027027025,0.8059999999999999,16,10,0.6756756756756757,18,5,1.2162162162162162,49,3.3108108108108105,27,1.8243243243243243,23,1.554054054054054,8,0.5405405405405405,7.364864864864865,0.8783783783783784,0.74,7.64,32.43,18.56,imputed,1
marten-de-roon-atalanta,Marten de Roon,Atalanta,Serie A,NED,ITA,"MF,DF",DM,33.0,1395,15.5,3,1,0.2,1.2,912,85.6,58.83870967741935,0.856,4,0,0.0,6,3,0.3870967741935484,35,2.2580645161290325,17,1.096774193548387,22,1.4193548387096775,13,0.8387096774193549,12.0,0.5806451612903226,0.84,12.42,14.19,13.04,imputed,1
martín-zubimendi-real-sociedad,Martín Zubimendi,Real Sociedad,La Liga,ESP,ESP,MF,DM,25.0,1444,16.0,1,1,1.5,0.7,773,83.7,48.3125,0.8370000000000001,21,14,0.875,12,4,0.75,43,2.6875,23,1.4375,30,1.875,25,1.5625,9.5625,1.390625,1.82,10.34,48.19,60.0,transfermarkt,0
mateus-fernandes-southampton,Mateus Fernandes,Southampton,Premier League,POR,ENG,MF,DM,20.0,1235,13.7,1,1,1.6,1.1,469,80.6,34.23357664233577,0.8059999999999999,44,20,1.4598540145985401,15,5,1.094890510948905,39,2.8467153284671536,8,0.5839416058394161,9,0.6569343065693432,38,2.7737226277372264,15.766423357664234,2.153284671532847,3.21,17.15,68.61,17.73,imputed,1
maximilian-eggestein-freiburg,Maximilian Eggestein,Freiburg,Bundesliga,GER,GER,MF,DM,28.0,1200,13.3,0,0,0.9,0.6,513,82.5,38.57142857142857,0.825,11,8,0.6015037593984962,14,4,1.0526315789473684,23,1.7293233082706767,18,1.3533834586466165,23,1.7293233082706767,13,0.9774436090225563,9.022556390977444,1.1278195488721803,1.16,9.51,40.0,16.6,imputed,0
mikel-jauregizar-athletic-club,Mikel Jauregizar,Athletic Club,La Liga,ESP,ESP,MF,DM,21.0,991,11.0,1,0,0.4,0.9,402,82.5,36.54545454545455,0.825,16,9,0.8181818181818182,9,1,0.8181818181818182,35,3.1818181818181817,12,1.0909090909090908,14,1.2727272727272727,9,0.8181818181818182,11.636363636363637,0.7272727272727273,1.06,12.05,22.36,14.97,imputed,0
moisés-caicedo-chelsea,Moisés Caicedo,Chelsea,Premier League,ECU,ENG,MF,DM,23.0,1505,16.7,1,2,0.4,2.0,892,88.9,53.41317365269461,0.889,24,10,0.5988023952095809,9,2,0.5389221556886228,54,3.2335329341317367,28,1.6766467065868265,19,1.1377245508982037,15,0.8982035928143713,14.251497005988025,0.718562874251497,1.08,14.7,22.16,37.33,imputed,1
morten-frendrup-genoa,Morten Frendrup,Genoa,Serie A,DEN,ITA,MF,DM,23.0,1393,15.5,1,0,0.8,0.3,462,86.2,29.806451612903224,0.862,11,6,0.3870967741935484,12,4,0.7741935483870968,62,4.0,20,1.2903225806451613,14,0.9032258064516129,9,0.5806451612903226,9.225806451612904,0.6451612903225807,0.7,9.52,20.9,21.56,imputed,1
nicolò-rovella-lazio,Nicolò Rovella,Lazio,Serie A,ITA,ITA,MF,DM,23.0,1156,12.8,0,0,0.3,0.5,813,90.0,63.515625,0.9,11,9,0.703125,9,3,0.703125,41,3.203125,20,1.5625,2,0.15625,15,1.171875,10.46875,0.80078125,1.38,11.05,20.39,23.52,imputed,0
omar-mascarell-mallorca,Omar Mascarell,Mallorca,La Liga,EQG,ESP,MF,DM,31.0,909,10.1,0,0,0.2,0.1,345,85.4,34.15841584158416,0.8540000000000001,9,6,0.594059405940594,3,1,0.297029702970297,15,1.4851485148514851,25,2.4752475247524752,20,1.9801980198019802,6,0.594059405940594,3.2673267326732676,0.39603960396039606,0.77,3.56,11.29,7.05,imputed,1
pablo-barrios-atlético-madrid,Pablo Barrios,Atlético Madrid,La Liga,ESP,ESP,MF,DM,21.0,1063,11.8,0,2,0.6,1.3,582,85.8,49.32203389830508,0.858,17,10,0.847457627118644,14,3,1.1864406779661016,22,1.8644067796610169,18,1.5254237288135593,17,1.4406779661016949,12,1.0169491525423728,17.3728813559322,1.1228813559322033,1.27,17.88,38.56,20.37,imputed,0
patrick-osterhage-freiburg,Patrick Osterhage,Freiburg,Bundesliga,GER,GER,MF,DM,24.0,1075,11.9,0,0,0.8,0.8,394,82.9,33.10924369747899,0.8290000000000001,18,7,0.5882352941176471,14,0,1.1764705882352942,25,2.100840336134454,14,1.1764705882352942,11,0.9243697478991596,13,1.0924369747899159,10.420168067226891,1.2815126050420167,1.27,10.97,45.63,16.72,imputed,0
pierre-ekwah-elimby-saint-étienne,Pierre Ekwah Elimby,Saint-Étienne,Ligue 1,FRA,FRA,"MF,DF",DM,22.0,1051,11.7,0,0,0.1,0.1,492,87.4,42.05128205128205,0.8740000000000001,15,8,0.6837606837606838,3,1,0.25641025641025644,19,1.623931623931624,18,1.5384615384615385,11,0.9401709401709403,8,0.6837606837606838,4.786324786324786,0.405982905982906,0.89,5.13,10.85,13.17,imputed,0
pierre-højbjerg-marseille,Pierre Højbjerg,Marseille,Ligue 1,DEN,FRA,MF,DM,29.0,1345,14.9,2,0,1.2,0.7,1279,92.7,85.83892617449665,0.927,10,3,0.20134228187919462,15,4,1.006711409395973,36,2.4161073825503356,22,1.4765100671140938,10,0.6711409395973155,19,1.2751677852348993,14.765100671140939,1.174496644295302,1.34,15.4,35.7,32.15,imputed,1
rani-khedira-union-berlin,Rani Khedira,Union Berlin,Bundesliga,GER,GER,MF,DM,30.0,1298,14.4,0,0,0.4,0.1,357,72.9,24.791666666666664,0.7290000000000001,3,2,0.1388888888888889,5,0,0.3472222222222222,28,1.9444444444444444,22,1.5277777777777777,15,1.0416666666666667,4,0.2777777777777778,7.430555555555555,0.5034722222222222,0.32,7.57,21.74,9.49,imputed,0
remo-freuler-bologna,Remo Freuler,Bologna,Serie A,SUI,ITA,MF,DM,32.0,1414,15.7,0,2,0.6,0.9,806,89.3,51.3375796178344,0.893,4,2,0.12738853503184713,5,1,0.3184713375796179,36,2.2929936305732483,18,1.1464968152866242,10,0.6369426751592357,15,0.9554140127388535,12.420382165605096,0.7165605095541402,0.99,12.9,21.21,13.78,imputed,1
renato-tapia-leganés,Renato Tapia,Leganés,La Liga,PER,ESP,"MF,DF",DM,29.0,930,10.3,1,0,0.3,0.1,317,73.2,30.77669902912621,0.732,15,4,0.3883495145631068,4,3,0.3883495145631068,27,2.6213592233009706,11,1.0679611650485437,12,1.1650485436893203,10,0.9708737864077669,5.1456310679611645,0.7281553398058251,1.09,5.63,21.94,11.4,imputed,1
rocco-reitz-gladbach,Rocco Reitz,Gladbach,Bundesliga,GER,GER,MF,DM,22.0,916,10.2,0,1,0.8,0.8,402,80.6,39.411764705882355,0.8059999999999999,22,9,0.8823529411764707,11,4,1.0784313725490198,31,3.03921568627451,33,3.235294117647059,12,1.1764705882352942,10,0.9803921568627452,10.490196078431373,1.25,1.25,10.98,48.14,18.64,imputed,0
ryan-gravenberch-liverpool,Ryan Gravenberch,Liverpool,Premier League,NED,ENG,MF,DM,22.0,1415,15.7,0,1,0.6,1.3,853,89.7,54.3312101910828,0.897,33,16,1.019108280254777,7,2,0.445859872611465,31,1.9745222929936306,33,2.1019108280254777,15,0.9554140127388535,33,2.1019108280254777,13.312101910828027,1.3535031847133758,2.41,14.36,38.79,27.05,imputed,1
ryan-yates-nott-ham-forest,Ryan Yates,Nott'ham Forest,Premier League,ENG,ENG,MF,DM,27.0,1218,13.5,1,0,1.7,0.7,425,84.5,31.48148148148148,0.845,14,7,0.5185185185185185,23,6,1.7037037037037037,28,2.074074074074074,18,1.3333333333333333,30,2.2222222222222223,12,0.8888888888888888,14.666666666666666,1.425925925925926,1.04,15.11,52.81,21.22,imputed,0
sam-morsy-ipswich-town,Sam Morsy,Ipswich Town,Premier League,EGY,ENG,MF,DM,33.0,1433,15.9,1,1,0.3,0.6,729,88.3,45.84905660377358,0.883,14,11,0.6918238993710691,7,1,0.44025157232704404,37,2.3270440251572326,17,1.069182389937107,8,0.5031446540880503,7,0.44025157232704404,9.748427672955975,0.37735849056603776,0.65,9.97,12.2,0.9,transfermarkt,1
samu-costa-mallorca,Samu Costa,Mallorca,La Liga,POR,ESP,MF,DM,24.0,1367,15.2,0,2,1.0,1.1,616,81.1,40.526315789473685,0.8109999999999999,12,4,0.2631578947368421,18,6,1.1842105263157896,44,2.8947368421052633,18,1.1842105263157896,35,2.3026315789473686,10,0.6578947368421053,10.921052631578949,0.9046052631578947,0.74,11.25,30.33,29.04,imputed,1
sander-berge-fulham,Sander Berge,Fulham,Premier League,NOR,ENG,MF,DM,26.0,957,10.6,0,0,0.1,0.4,441,90.0,41.60377358490566,0.9,6,3,0.2830188679245283,1,0,0.09433962264150944,26,2.452830188679245,14,1.3207547169811322,16,1.509433962264151,7,0.6603773584905661,6.7924528301886795,0.49528301886792453,0.75,7.12,16.7,15.02,imputed,1
sandi-lovrić-udinese,Sandi Lovrić,Udinese,Serie A,SVN,ITA,MF,DM,26.0,1008,11.2,1,2,1.4,0.8,315,77.2,28.125000000000004,0.772,25,10,0.8928571428571429,22,5,1.9642857142857144,21,1.8750000000000002,14,1.25,0,0.0,30,2.678571428571429,16.071428571428573,2.366071428571429,2.95,17.41,72.32,23.7,imputed,1
santi-comesaña-villarreal,Santi Comesaña,Villarreal,La Liga,ESP,ESP,MF,DM,28.0,1266,14.1,2,2,1.1,1.1,620,87.0,43.97163120567376,0.87,16,7,0.49645390070921985,11,2,0.7801418439716312,39,2.765957446808511,12,0.851063829787234,14,0.9929078014184397,19,1.3475177304964538,11.48936170212766,1.3120567375886525,1.5,12.16,45.96,29.25,imputed,0
senne-lynen-werder-bremen,Senne Lynen,Werder Bremen,Bundesliga,BEL,GER,MF,DM,25.0,1223,13.6,0,0,0.3,0.4,523,82.8,38.455882352941174,0.828,14,6,0.4411764705882353,7,1,0.5147058823529412,35,2.573529411764706,26,1.911764705882353,8,0.5882352941176471,6,0.4411764705882353,8.823529411764707,0.4595588235294118,0.57,9.04,15.37,19.09,imputed,1
sergi-altimira-betis,Sergi Altimira,Betis,La Liga,ESP,ESP,MF,DM,23.0,1060,11.8,0,1,1.4,1.3,589,88.2,49.91525423728813,0.882,8,7,0.5932203389830508,13,2,1.1016949152542372,31,2.6271186440677963,9,0.7627118644067796,5,0.423728813559322,11,0.9322033898305084,12.118644067796609,0.9110169491525424,1.11,12.58,27.37,24.54,imputed,0
stanko-jurić-valladolid,Stanko Jurić,Valladolid,La Liga,CRO,ESP,MF,DM,28.0,1040,11.6,0,0,0.7,0.3,333,82.4,28.70689655172414,0.8240000000000001,5,5,0.4310344827586207,4,1,0.3448275862068966,28,2.413793103448276,12,1.0344827586206897,29,2.5,3,0.25862068965517243,3.706896551724138,0.36637931034482757,0.39,3.84,15.09,12.36,imputed,1
thomas-partey-arsenal,Thomas Partey,Arsenal,Premier League,GHA,ENG,"MF,DF",DM,31.0,1309,14.5,2,2,1.2,1.3,794,88.7,54.758620689655174,0.887,13,6,0.41379310344827586,12,4,0.8275862068965517,41,2.8275862068965516,18,1.2413793103448276,15,1.0344827586206897,8,0.5517241379310345,17.310344827586206,0.7241379310344828,0.68,17.59,25.79,21.32,imputed,1
valentin-atangana-edoa-reims,Valentin Atangana Edoa,Reims,Ligue 1,FRA,FRA,MF,DM,19.0,1237,13.7,0,0,0.2,0.3,458,87.7,33.43065693430657,0.877,25,12,0.8759124087591241,11,1,0.8029197080291971,31,2.2627737226277373,17,1.2408759124087592,16,1.1678832116788322,18,1.3138686131386863,6.642335766423358,1.113138686131387,1.58,7.3,35.99,8.92,imputed,0
warren-zaïre-emery-paris-s-g,Warren Zaïre-Emery,Paris S-G,Ligue 1,FRA,FRA,"MF,DF",DM,18.0,1138,12.6,1,1,0.8,0.7,815,91.7,64.68253968253968,0.917,23,10,0.7936507936507937,9,6,0.7142857142857143,32,2.5396825396825395,13,1.0317460317460319,5,0.39682539682539686,25,1.9841269841269842,22.142857142857142,1.5476190476190477,2.22,23.13,49.21,13.54,imputed,0
wilfred-ndidi-leicester-city,Wilfred Ndidi,Leicester City,Premier League,NGA,ENG,MF,DM,28.0,1215,13.5,0,4,1.4,1.4,430,80.5,31.85185185185185,0.805,23,11,0.8148148148148148,12,6,0.8888888888888888,48,3.5555555555555554,9,0.6666666666666666,27,2.0,9,0.6666666666666666,10.444444444444445,1.2222222222222223,0.91,10.78,54.37,16.0,transfermarkt,1
will-hughes-crystal-palace,Will Hughes,Crystal Palace,Premier League,ENG,ENG,MF,DM,29.0,953,10.6,0,2,0.7,1.4,350,77.6,33.0188679245283,0.7759999999999999,8,2,0.18867924528301888,11,1,1.0377358490566038,38,3.5849056603773586,6,0.5660377358490566,6,0.5660377358490566,14,1.3207547169811322,14.150943396226415,1.1320754716981134,1.38,14.81,31.89,9.0,transfermarkt,0
ylber-ramadani-lecce,Ylber Ramadani,Lecce,Serie A,ALB,ITA,MF,DM,28.0,1224,13.6,0,1,0.3,0.8,476,82.8,35.0,0.828,18,9,0.6617647058823529,8,4,0.5882352941176471,32,2.3529411764705883,12,0.8823529411764706,5,0.36764705882352944,7,0.5147058823529412,5.661764705882353,0.4963235294117647,0.71,5.92,16.25,17.46,imputed,1
youri-tielemans-aston-villa,Youri Tielemans,Aston Villa,Premier League,BEL,ENG,MF,DM,27.0,1464,16.3,0,4,1.4,4.2,833,82.6,51.104294478527606,0.826,24,12,0.7361963190184049,10,2,0.6134969325153374,38,2.331288343558282,15,0.920245398773006,7,0.42944785276073616,20,1.2269938650306749,15.950920245398772,0.9662576687116564,1.45,16.56,30.25,30.0,transfermarkt,1
yvan-neyou-leganés,Yvan Neyou,Leganés,La Liga,CMR,ESP,MF,DM,27.0,1116,12.4,1,1,0.4,0.2,421,83.5,33.95161290322581,0.835,23,10,0.8064516129032258,9,2,0.7258064516129032,28,2.258064516129032,14,1.129032258064516,9,0.7258064516129032,12,0.9677419354838709,6.370967741935484,0.7661290322580645,1.21,6.85,22.58,18.97,imputed,1
óscar-valentín-rayo-vallecano,Óscar Valentín,Rayo Vallecano,La Liga,ESP,ESP,MF,DM,30.0,1190,13.2,0,0,0.4,0.2,399,80.6,30.22727272727273,0.8059999999999999,7,4,0.30303030303030304,3,1,0.2272727272727273,36,2.7272727272727275,18,1.3636363636363638,23,1.7424242424242424,7,0.5303030303030303,7.196969696969697,0.5303030303030303,0.62,7.46,20.15,4.0,transfermarkt,0
aaron-wan-bissaka-west-ham,Aaron Wan-Bissaka,West Ham,Premier League,ENG,ENG,DF,FB,27.0,1354,15.0,2,0,0.6,0.5,590,81.4,39.333333333333336,0.8140000000000001,50,24,1.6,7,3,0.4666666666666667,30,2.0,27,1.8,9,0.6,48,3.2,17.6,2.05,3.68,19.2,60.73,24.43,imputed,0
aarón-martín-genoa,Aarón Martín,Genoa,Serie A,ESP,ITA,DF,FB,27.0,1366,15.2,0,1,0.5,1.9,524,72.5,34.473684210526315,0.725,15,8,0.5263157894736842,10,3,0.6578947368421053,34,2.236842105263158,9,0.5921052631578948,10,0.6578947368421053,27,1.7763157894736843,18.815789473684212,1.2664473684210527,1.93,19.7,35.99,22.85,imputed,1
abel-osasuna,Abel,Osasuna,La Liga,ESP,ESP,"DF,FW",FB,24.0,1056,11.7,2,0,0.3,0.6,357,68.9,30.512820512820515,0.6890000000000001,17,9,0.7692307692307693,8,3,0.6837606837606838,24,2.0512820512820515,10,0.8547008547008548,11,0.9401709401709403,23,1.965811965811966,12.735042735042736,1.3034188034188035,2.2,13.72,35.13,18.79,imputed,0
achraf-hakimi-paris-s-g,Achraf Hakimi,Paris S-G,Ligue 1,MAR,FRA,DF,FB,26.0,1208,13.4,2,5,2.0,4.7,1098,88.2,81.94029850746269,0.882,35,19,1.417910447761194,19,8,1.417910447761194,32,2.388059701492537,19,1.417910447761194,6,0.44776119402985076,61,4.552238805970149,45.44776119402985,3.582089552238806,4.98,47.72,115.37,61.26,imputed,1
adrien-truffert-rennes,Adrien Truffert,Rennes,Ligue 1,FRA,FRA,"DF,MF",FB,23.0,1045,11.6,0,0,0.4,0.2,447,77.5,38.53448275862069,0.775,14,6,0.5172413793103449,11,4,0.9482758620689655,25,2.1551724137931036,8,0.6896551724137931,13,1.120689655172414,25,2.1551724137931036,17.67241379310345,1.6379310344827587,2.31,18.75,47.76,14.11,imputed,0
adrià-pedrosa-sevilla,Adrià Pedrosa,Sevilla,La Liga,ESP,ESP,DF,FB,26.0,1007,11.2,0,1,0.3,0.6,412,74.0,36.785714285714285,0.74,16,7,0.625,7,1,0.625,31,2.7678571428571432,9,0.8035714285714286,5,0.44642857142857145,13,1.1607142857142858,15.178571428571429,0.9375,1.35,15.76,29.29,17.89,imputed,0
ainsley-maitland-niles-lyon,Ainsley Maitland-Niles,Lyon,Ligue 1,ENG,FRA,"DF,MF",FB,27.0,1024,11.4,1,2,1.0,1.9,461,82.3,40.43859649122807,0.823,23,9,0.7894736842105263,12,4,1.0526315789473684,36,3.1578947368421053,15,1.3157894736842104,5,0.43859649122807015,15,1.3157894736842104,20.175438596491226,1.7324561403508771,1.55,20.83,70.26,28.11,imputed,1
alberto-moreno-como,Alberto Moreno,Como,Serie A,ESP,ITA,DF,FB,32.0,1185,13.2,0,0,0.2,0.9,610,83.0,46.21212121212122,0.83,6,3,0.2272727272727273,9,4,0.6818181818181819,19,1.4393939393939394,11,0.8333333333333334,6,0.4545454545454546,16,1.2121212121212122,15.757575757575758,1.0606060606060606,1.28,16.36,33.48,8.55,imputed,1
alejandro-balde-barcelona,Alejandro Balde,Barcelona,La Liga,ESP,ESP,DF,FB,21.0,1288,14.3,0,2,0.3,1.6,687,86.7,48.04195804195804,0.867,61,23,1.6083916083916083,6,1,0.4195804195804196,10,0.6993006993006993,5,0.34965034965034963,7,0.4895104895104895,58,4.055944055944056,20.62937062937063,2.4825174825174825,4.54,22.66,70.07,20.44,imputed,0
alessandro-bastoni-inter,Alessandro Bastoni,Inter,Serie A,ITA,ITA,DF,FB,25.0,1144,12.7,0,4,0.3,1.9,945,89.5,74.40944881889764,0.895,4,2,0.15748031496062992,5,1,0.3937007874015748,22,1.7322834645669292,11,0.8661417322834646,22,1.7322834645669292,26,2.047244094488189,16.92913385826772,1.299212598425197,2.09,17.95,33.7,39.04,imputed,0
alessandro-zanoli-genoa,Alessandro Zanoli,Genoa,Serie A,ITA,ITA,"DF,FW",FB,24.0,908,10.1,0,0,0.1,1.1,184,69.4,18.21782178217822,0.6940000000000001,26,10,0.9900990099009901,3,1,0.297029702970297,20,1.9801980198019802,5,0.49504950495049505,11,1.0891089108910892,40,3.9603960396039604,14.05940594059406,2.5247524752475248,4.26,16.04,73.27,10.5,imputed,0
alexander-prass-hoffenheim,Alexander Prass,Hoffenheim,Bundesliga,AUT,GER,DF,FB,23.0,1094,12.2,0,1,0.4,2.7,543,74.4,44.50819672131148,0.7440000000000001,37,17,1.3934426229508197,7,0,0.5737704918032788,25,2.0491803278688527,3,0.24590163934426232,12,0.9836065573770493,23,1.8852459016393444,19.75409836065574,1.6188524590163935,2.3,20.7,59.26,23.72,imputed,1
alphonso-davies-bayern-munich,Alphonso Davies,Bayern Munich,Bundesliga,CAN,GER,DF,FB,24.0,1086,12.1,1,2,0.9,1.3,819,90.6,67.68595041322314,0.9059999999999999,52,24,1.9834710743801653,12,2,0.9917355371900827,20,1.6528925619834711,8,0.6611570247933884,7,0.578512396694215,53,4.380165289256198,27.43801652892562,3.1404958677685952,4.98,29.63,98.84,50.0,transfermarkt,1
andrea-cambiaso-juventus,Andrea Cambiaso,Juventus,Serie A,ITA,ITA,"DF,FW",FB,24.0,1211,13.5,2,0,0.4,1.7,843,89.5,62.44444444444444,0.895,28,16,1.1851851851851851,10,3,0.7407407407407407,23,1.7037037037037037,8,0.5925925925925926,3,0.2222222222222222,52,3.8518518518518516,20.0,2.5,4.21,21.93,70.3,31.07,imputed,0
andrei-ratiu-rayo-vallecano,Andrei Ratiu,Rayo Vallecano,La Liga,ROU,ESP,DF,FB,26.0,1373,15.3,1,1,1.3,2.7,586,80.2,38.30065359477124,0.802,51,30,1.9607843137254901,19,4,1.2418300653594772,34,2.2222222222222223,13,0.8496732026143791,7,0.45751633986928103,50,3.2679738562091503,19.15032679738562,2.5163398692810457,3.86,20.78,81.05,31.94,imputed,1
andrew-robertson-liverpool,Andrew Robertson,Liverpool,Premier League,SCO,ENG,DF,FB,30.0,1131,12.6,0,0,0.5,2.3,744,84.2,59.04761904761905,0.8420000000000001,7,2,0.15873015873015872,4,2,0.31746031746031744,21,1.6666666666666667,7,0.5555555555555556,2,0.15873015873015872,25,1.9841269841269842,21.19047619047619,1.4880952380952381,2.03,22.18,47.06,17.22,imputed,1
angeliño-roma,Angeliño,Roma,Serie A,ESP,ITA,DF,FB,27.0,1439,16.0,0,1,0.3,1.5,873,80.6,54.5625,0.8059999999999999,5,2,0.125,8,1,0.5,26,1.625,12,0.75,20,1.25,29,1.8125,18.0625,1.328125,1.85,18.97,38.94,27.6,imputed,1
anthony-caci-mainz-05,Anthony Caci,Mainz 05,Bundesliga,FRA,GER,DF,FB,27.0,1222,13.6,0,3,0.8,2.1,502,71.7,36.911764705882355,0.7170000000000001,30,14,1.0294117647058825,14,7,1.0294117647058825,26,1.911764705882353,12,0.8823529411764706,22,1.6176470588235294,19,1.397058823529412,20.441176470588236,1.3786764705882353,1.71,21.14,48.6,27.91,imputed,1
anton-stach-hoffenheim,Anton Stach,Hoffenheim,Bundesliga,GER,GER,"DF,MF",FB,26.0,1280,14.2,0,1,0.8,0.7,718,83.9,50.563380281690144,0.8390000000000001,14,8,0.5633802816901409,12,5,0.8450704225352114,36,2.535211267605634,21,1.4788732394366197,28,1.971830985915493,13,0.9154929577464789,7.676056338028169,0.7922535211267606,1.08,8.13,23.03,26.72,imputed,0
antonee-robinson-fulham,Antonee Robinson,Fulham,Premier League,USA,ENG,DF,FB,27.0,1530,17.0,0,6,0.3,2.7,738,75.8,43.411764705882355,0.758,43,22,1.2941176470588236,9,1,0.5294117647058824,50,2.9411764705882355,35,2.0588235294117645,15,0.8823529411764706,53,3.1176470588235294,20.176470588235293,2.191176470588235,3.51,21.74,69.0,43.09,imputed,1
antonino-gallo-lecce,Antonino Gallo,Lecce,Serie A,ITA,ITA,DF,FB,24.0,1110,12.3,0,2,0.1,1.9,384,68.6,31.21951219512195,0.6859999999999999,18,7,0.5691056910569106,5,1,0.4065040650406504,26,2.113821138211382,9,0.7317073170731707,6,0.4878048780487805,29,2.357723577235772,13.739837398373982,1.3821138211382111,2.53,14.92,33.98,22.11,imputed,0
arnau-martinez-girona,Arnau Martinez,Girona,La Liga,ESP,ESP,"DF,MF",FB,21.0,1158,12.9,1,2,0.6,1.8,833,88.3,64.57364341085271,0.883,17,10,0.7751937984496123,8,2,0.6201550387596899,20,1.5503875968992247,6,0.46511627906976744,11,0.8527131782945736,19,1.4728682170542635,18.13953488372093,1.434108527131783,1.71,18.88,53.49,26.23,imputed,0
aron-dønnum-toulouse,Aron Dønnum,Toulouse,Ligue 1,NOR,FRA,"DF,MF",FB,26.0,1082,12.0,0,0,0.8,0.6,350,74.0,29.166666666666668,0.74,47,20,1.6666666666666667,9,0,0.75,16,1.3333333333333333,11,0.9166666666666666,7,0.5833333333333334,46,3.8333333333333335,17.833333333333332,2.5833333333333335,4.33,19.75,77.5,14.42,imputed,1
ashley-young-everton,Ashley Young,Everton,Premier League,ENG,ENG,DF,FB,39.0,1200,13.3,1,3,0.2,1.1,469,73.1,35.26315789473684,0.731,8,4,0.3007518796992481,5,3,0.37593984962406013,43,3.233082706766917,18,1.3533834586466165,5,0.37593984962406013,15,1.1278195488721805,13.984962406015036,0.7142857142857143,1.22,14.55,17.74,1.13,imputed,0
