player_id,player,squad,comp,nation_code,league_nation,position,position_role,age,min,ninety_mins_played,goals,assists,xg,xag,passes_completed,pass_completion_pct,passes_completed_per90,pabr,take_ons_attempted,take_ons_successful,take_ons_per90,shots,shots_on_target,shots_per90,tackles,tackles_per90,interceptions,interceptions_per90,aerials_won,aerials_won_per90,progressive_carries,progressive_carries_per90,touches_att_third_per90,xt_carry,sprint_count_proxy,accel_count_proxy,ddi_proxy,market_value_m,market_value_source,is_foreign
joe-scally-gladbach,Joe Scally,Gladbach,Bundesliga,USA,GER,DF,CB,21.0,1248,13.9,0,0,0.0,0.8,668,84.0,48.05755395683453,0.84,33,17,1.223021582733813,2,0,0.14388489208633093,22,1.5827338129496402,9,0.6474820143884892,9,0.6474820143884892,20,1.4388489208633093,11.366906474820144,0.935251798561151,1.81,12.09,30.79,15.2,imputed,1
johan-vásquez-genoa,Johan Vásquez,Genoa,Serie A,MEX,ITA,DF,CB,26.0,1305,14.5,0,0,1.0,0.2,618,85.2,42.62068965517241,0.852,2,1,0.06896551724137931,11,1,0.7586206896551724,19,1.3103448275862069,21,1.4482758620689655,33,2.2758620689655173,12,0.8275862068965517,3.8620689655172415,0.9310344827586208,0.85,4.28,32.0,20.22,imputed,1
jonas-föhrenbach-heidenheim,Jonas Föhrenbach,Heidenheim,Bundesliga,GER,GER,DF,CB,28.0,1271,14.1,0,1,0.2,1.0,418,70.0,29.645390070921987,0.7,14,6,0.425531914893617,7,1,0.49645390070921985,26,1.8439716312056738,11,0.7801418439716312,12,0.851063829787234,25,1.773049645390071,9.290780141843971,1.2056737588652484,1.9,10.18,33.62,16.2,imputed,0
jonathan-tah-leverkusen,Jonathan Tah,Leverkusen,Bundesliga,GER,GER,DF,CB,28.0,1350,15.0,2,0,0.7,0.0,1137,93.8,75.8,0.938,1,1,0.06666666666666667,13,5,0.8666666666666667,6,0.4,15,1.0,30,2.0,11,0.7333333333333333,5.066666666666666,1.0,0.75,5.43,36.93,28.55,imputed,0
jordan-lefort-angers,Jordan Lefort,Angers,Ligue 1,FRA,FRA,DF,CB,31.0,1350,15.0,0,1,0.0,0.9,708,82.6,47.2,0.826,9,3,0.2,1,0,0.06666666666666667,26,1.7333333333333334,15,1.0,18,1.2,1,0.06666666666666667,3.466666666666667,0.18333333333333332,0.13,3.5,9.8,13.28,imputed,0
josé-maría-giménez-atlético-madrid,José María Giménez,Atlético Madrid,La Liga,URU,ESP,DF,CB,29.0,1249,13.9,0,0,0.3,0.0,755,90.9,54.31654676258993,0.909,1,1,0.07194244604316546,4,1,0.28776978417266186,17,1.223021582733813,16,1.1510791366906474,23,1.6546762589928057,1,0.07194244604316546,1.5107913669064748,0.2697841726618705,0.09,1.55,12.16,15.69,imputed,1
joël-veltman-brighton,Joël Veltman,Brighton,Premier League,NED,ENG,DF,CB,32.0,1022,11.4,0,0,0.1,0.3,412,79.2,36.14035087719298,0.792,12,2,0.17543859649122806,2,0,0.17543859649122806,27,2.3684210526315788,11,0.9649122807017544,10,0.8771929824561403,20,1.7543859649122806,10.43859649122807,1.0964912280701753,1.81,11.32,29.65,6.31,imputed,1
jubal-auxerre,Jubal,Auxerre,Ligue 1,BRA,FRA,DF,CB,31.0,1117,12.4,1,0,2.0,0.4,372,85.1,30.0,0.851,1,1,0.08064516129032258,7,3,0.564516129032258,27,2.1774193548387095,9,0.7258064516129032,31,2.5,0,0.0,1.532258064516129,0.4233870967741935,0.02,1.53,20.08,11.43,imputed,1
julian-chabot-stuttgart,Julian Chabot,Stuttgart,Bundesliga,GER,GER,DF,CB,26.0,1094,12.2,0,1,0.8,0.1,835,89.5,68.44262295081968,0.895,2,2,0.1639344262295082,10,0,0.819672131147541,17,1.3934426229508197,22,1.8032786885245902,40,3.278688524590164,5,0.4098360655737705,3.19672131147541,0.7172131147540984,0.46,3.4,27.3,26.13,imputed,0
karol-mets-st-pauli,Karol Mets,St. Pauli,Bundesliga,EST,GER,DF,CB,31.0,900,10.0,0,0,0.1,0.2,526,83.4,52.6,0.8340000000000001,1,0,0.0,3,0,0.3,13,1.3,12,1.2,24,2.4,5,0.5,3.2,0.525,0.5,3.45,18.5,8.38,imputed,1
keven-schlotterbeck-augsburg,Keven Schlotterbeck,Augsburg,Bundesliga,GER,GER,DF,CB,27.0,1033,11.5,2,1,0.6,0.4,457,84.2,39.73913043478261,0.8420000000000001,2,2,0.17391304347826086,10,3,0.8695652173913043,11,0.9565217391304348,10,0.8695652173913043,27,2.347826086956522,2,0.17391304347826086,4.0,0.6739130434782609,0.23,4.09,28.96,21.35,imputed,0
kevin-akpoguma-hoffenheim,Kevin Akpoguma,Hoffenheim,Bundesliga,NGA,GER,DF,CB,29.0,1016,11.3,0,0,0.0,0.1,554,88.4,49.02654867256637,0.884,9,5,0.44247787610619466,0,0,0.0,19,1.6814159292035398,13,1.1504424778761062,20,1.7699115044247786,7,0.6194690265486725,4.070796460176991,0.331858407079646,0.75,4.38,9.29,12.17,imputed,1
kevin-danso-lens,Kevin Danso,Lens,Ligue 1,AUT,FRA,DF,CB,26.0,900,10.0,0,0,0.3,1.0,534,85.2,53.4,0.852,4,1,0.1,8,2,0.8,16,1.6,18,1.8,33,3.3,6,0.6,3.7,0.8,0.63,4.0,28.4,18.34,imputed,1
kevin-vogt-union-berlin,Kevin Vogt,Union Berlin,Bundesliga,GER,GER,DF,CB,33.0,1120,12.4,1,0,0.8,0.0,631,87.2,50.887096774193544,0.872,2,2,0.16129032258064516,0,0,0.0,8,0.6451612903225806,7,0.564516129032258,12,0.9677419354838709,8,0.6451612903225806,0.6451612903225806,0.34274193548387094,0.69,0.97,8.31,6.99,imputed,0
kialonda-lecce,Kialonda,Lecce,Serie A,ANG,ITA,DF,CB,27.0,1350,15.0,0,1,1.0,0.3,558,85.6,37.2,0.856,7,6,0.4,10,0,0.6666666666666666,24,1.6,17,1.1333333333333333,55,3.6666666666666665,3,0.2,2.3333333333333335,0.6666666666666666,0.32,2.43,30.93,20.76,imputed,1
kiko-femenía-villarreal,Kiko Femenía,Villarreal,La Liga,ESP,ESP,DF,CB,33.0,1365,15.2,0,1,0.0,0.8,854,89.1,56.184210526315795,0.8909999999999999,19,14,0.9210526315789475,2,0,0.13157894736842105,28,1.842105263157895,22,1.4473684210526316,2,0.13157894736842105,38,2.5,11.644736842105264,1.3980263157894737,2.78,12.89,36.25,9.49,imputed,0
kilian-fischer-wolfsburg,Kilian Fischer,Wolfsburg,Bundesliga,GER,GER,DF,CB,24.0,1054,11.7,0,0,0.2,0.1,376,73.9,32.136752136752136,0.7390000000000001,12,6,0.5128205128205129,3,0,0.25641025641025644,28,2.393162393162393,8,0.6837606837606838,9,0.7692307692307693,20,1.7094017094017095,12.393162393162394,1.1752136752136753,1.86,13.25,35.81,12.93,imputed,0
kim-min-jae-bayern-munich,Kim Min-jae,Bayern Munich,Bundesliga,KOR,GER,DF,CB,28.0,1285,14.3,1,0,0.4,0.1,1428,92.5,99.86013986013985,0.925,3,2,0.13986013986013984,3,2,0.2097902097902098,19,1.3286713286713285,21,1.4685314685314685,48,3.3566433566433567,12,0.8391608391608392,4.755244755244755,0.5769230769230769,0.88,5.17,16.29,32.29,imputed,1
ko-itakura-gladbach,Ko Itakura,Gladbach,Bundesliga,JPN,GER,DF,CB,27.0,1350,15.0,1,0,0.6,0.5,841,89.3,56.06666666666667,0.893,13,7,0.4666666666666667,10,2,0.6666666666666666,21,1.4,13,0.8666666666666667,28,1.8666666666666667,11,0.7333333333333333,2.933333333333333,0.85,0.87,3.3,31.53,25.06,imputed,1
konstantinos-koulierakis-wolfsburg,Konstantinos Koulierakis,Wolfsburg,Bundesliga,GRE,GER,DF,CB,21.0,1016,11.3,0,2,0.3,0.7,541,83.0,47.876106194690266,0.83,4,3,0.2654867256637168,9,1,0.7964601769911503,19,1.6814159292035398,13,1.1504424778761062,28,2.47787610619469,8,0.7079646017699115,4.601769911504425,0.8628318584070795,0.79,4.96,30.71,17.52,imputed,1
konstantinos-mavropanos-west-ham,Konstantinos Mavropanos,West Ham,Premier League,GRE,ENG,DF,CB,27.0,999,11.1,0,0,0.9,0.4,515,84.7,46.3963963963964,0.847,11,6,0.5405405405405406,12,2,1.0810810810810811,21,1.8918918918918919,20,1.8018018018018018,25,2.2522522522522523,10,0.9009009009009009,3.5135135135135136,1.0810810810810811,1.06,3.96,38.2,17.62,imputed,1
leandro-cabrera-espanyol,Leandro Cabrera,Espanyol,La Liga,URU,ESP,DF,CB,33.0,1170,13.0,1,1,0.3,0.4,472,73.2,36.30769230769231,0.732,1,1,0.07692307692307693,6,2,0.46153846153846156,22,1.6923076923076923,14,1.0769230769230769,32,2.4615384615384617,3,0.23076923076923078,2.3076923076923075,0.5576923076923077,0.25,2.42,24.54,7.25,imputed,1
leonardo-balerdi-marseille,Leonardo Balerdi,Marseille,Ligue 1,ARG,FRA,DF,CB,25.0,994,11.0,0,0,0.0,0.7,1004,93.7,91.27272727272727,0.937,10,9,0.8181818181818182,1,0,0.09090909090909091,18,1.6363636363636365,14,1.2727272727272727,11,1.0,7,0.6363636363636364,1.9090909090909092,0.40909090909090906,0.88,2.23,14.18,26.39,imputed,1
levi-colwill-chelsea,Levi Colwill,Chelsea,Premier League,ENG,ENG,DF,CB,21.0,1439,16.0,0,0,0.4,0.7,1078,89.6,67.375,0.8959999999999999,6,3,0.1875,4,1,0.25,13,0.8125,16,1.0,25,1.5625,4,0.25,2.875,0.421875,0.31,3.0,18.56,21.93,imputed,0
lewis-dunk-brighton,Lewis Dunk,Brighton,Premier League,ENG,ENG,DF,CB,33.0,1084,12.0,0,0,0.7,0.5,939,91.2,78.25,0.912,1,0,0.0,9,2,0.75,8,0.6666666666666666,9,0.75,31,2.5833333333333335,9,0.75,5.833333333333333,0.875,0.75,6.21,30.0,8.65,imputed,0
lisandro-martínez-manchester-utd,Lisandro Martínez,Manchester Utd,Premier League,ARG,ENG,DF,CB,26.0,1246,13.8,0,1,1.1,0.8,893,90.3,64.71014492753623,0.903,6,5,0.36231884057971014,12,3,0.8695652173913043,29,2.101449275362319,26,1.8840579710144927,11,0.7971014492753623,13,0.9420289855072463,5.72463768115942,0.9239130434782609,1.05,6.2,29.35,30.99,imputed,1
logan-costa-villarreal,Logan Costa,Villarreal,La Liga,CPV,ESP,DF,CB,23.0,1141,12.7,1,0,0.3,0.0,614,87.7,48.346456692913385,0.877,1,0,0.0,6,3,0.4724409448818898,18,1.4173228346456694,6,0.4724409448818898,20,1.5748031496062993,13,1.0236220472440944,2.204724409448819,0.7480314960629921,1.02,2.72,19.69,18.2,imputed,1
loïc-bade-sevilla,Loïc Bade,Sevilla,La Liga,FRA,ESP,DF,CB,24.0,1191,13.2,0,1,0.2,0.6,702,84.9,53.18181818181819,0.8490000000000001,13,9,0.6818181818181819,5,2,0.3787878787878788,28,2.121212121212121,14,1.0606060606060606,30,2.272727272727273,2,0.15151515151515152,1.6666666666666667,0.34090909090909094,0.36,1.74,16.36,23.5,imputed,1
luca-ranieri-fiorentina,Luca Ranieri,Fiorentina,Serie A,ITA,ITA,DF,CB,25.0,1285,14.3,0,2,0.1,1.3,679,88.3,47.48251748251748,0.883,9,4,0.2797202797202797,4,0,0.2797202797202797,13,0.9090909090909091,9,0.6293706293706294,21,1.4685314685314685,6,0.4195804195804196,1.3986013986013985,0.3671328671328671,0.5,1.61,11.96,25.84,imputed,0
lucas-oliveira-rosa-valladolid,Lucas Oliveira Rosa,Valladolid,La Liga,BRA,ESP,DF,CB,24.0,1530,17.0,0,0,0.3,1.3,477,73.7,28.058823529411764,0.737,23,10,0.5882352941176471,5,2,0.29411764705882354,45,2.6470588235294117,25,1.4705882352941178,15,0.8823529411764706,25,1.4705882352941178,9.588235294117647,1.0588235294117647,1.65,10.32,33.53,20.79,imputed,1
lukas-kübler-freiburg,Lukas Kübler,Freiburg,Bundesliga,GER,GER,DF,CB,32.0,1139,12.7,4,0,1.8,0.3,470,77.3,37.00787401574804,0.773,6,0,0.0,12,7,0.9448818897637796,24,1.8897637795275593,31,2.440944881889764,22,1.7322834645669292,12,0.9448818897637796,10.47244094488189,0.984251968503937,0.94,10.94,30.71,13.72,imputed,0
lutsharel-geertruida-rb-leipzig,Lutsharel Geertruida,RB Leipzig,Bundesliga,NED,GER,DF,CB,24.0,916,10.2,1,0,1.0,0.4,582,86.6,57.05882352941177,0.866,10,4,0.3921568627450981,5,1,0.4901960784313726,21,2.058823529411765,12,1.1764705882352942,10,0.9803921568627452,13,1.2745098039215688,7.9411764705882355,1.0784313725490198,1.39,8.58,35.88,32.0,transfermarkt,1
léo-pétrot-saint-étienne,Léo Pétrot,Saint-Étienne,Ligue 1,FRA,FRA,DF,CB,27.0,949,10.5,0,1,0.1,0.4,334,77.1,31.80952380952381,0.7709999999999999,6,5,0.47619047619047616,2,1,0.19047619047619047,35,3.3333333333333335,19,1.8095238095238095,9,0.8571428571428571,7,0.6666666666666666,9.238095238095237,0.5476190476190477,0.81,9.57,19.52,15.67,imputed,0
malick-thiaw-milan,Malick Thiaw,Milan,Serie A,GER,ITA,DF,CB,23.0,900,10.0,0,0,0.1,0.1,637,94.0,63.7,0.94,2,2,0.2,1,0,0.1,11,1.1,8,0.8,24,2.4,3,0.3,2.5,0.325,0.36,2.65,13.3,15.68,imputed,1
marash-kumbulla-espanyol,Marash Kumbulla,Espanyol,La Liga,ALB,ESP,DF,CB,24.0,1282,14.2,1,0,0.7,0.0,538,85.7,37.887323943661976,0.857,5,1,0.07042253521126761,3,1,0.21126760563380284,20,1.4084507042253522,13,0.9154929577464789,28,1.971830985915493,6,0.4225352112676057,1.3380281690140845,0.36971830985915494,0.44,1.55,11.9,19.33,imputed,1
marc-bartra-betis,Marc Bartra,Betis,La Liga,ESP,ESP,DF,CB,33.0,926,10.3,2,0,0.8,0.0,418,78.4,40.582524271844655,0.784,8,4,0.3883495145631068,9,4,0.8737864077669902,13,1.262135922330097,23,2.233009708737864,21,2.0388349514563107,4,0.3883495145631068,2.6213592233009706,0.6553398058252426,0.5,2.82,24.37,6.97,imputed,0
marc-guéhi-crystal-palace,Marc Guéhi,Crystal Palace,Premier League,ENG,ENG,DF,CB,24.0,1530,17.0,2,1,1.3,0.5,758,83.9,44.588235294117645,0.8390000000000001,10,8,0.47058823529411764,9,4,0.5294117647058824,26,1.5294117647058822,9,0.5294117647058824,42,2.4705882352941178,8,0.47058823529411764,3.3529411764705883,0.5735294117647058,0.61,3.59,21.59,45.0,transfermarkt,0
marc-oliver-kempf-como,Marc-Oliver Kempf,Como,Serie A,GER,ITA,DF,CB,29.0,1243,13.8,0,0,0.5,0.7,737,87.8,53.405797101449274,0.878,2,1,0.07246376811594203,9,1,0.6521739130434783,13,0.9420289855072463,22,1.5942028985507246,50,3.623188405797101,9,0.6521739130434783,2.5362318840579707,0.6521739130434783,0.67,2.86,19.86,17.26,imputed,1
marco-friedl-werder-bremen,Marco Friedl,Werder Bremen,Bundesliga,AUT,GER,DF,CB,26.0,1118,12.4,0,0,0.0,0.2,696,90.5,56.12903225806451,0.905,5,4,0.3225806451612903,0,0,0.0,35,2.82258064516129,20,1.6129032258064515,22,1.7741935483870968,2,0.16129032258064516,1.0483870967741935,0.08064516129032258,0.26,1.13,2.9,20.48,imputed,1
marcos-alonso-celta-vigo,Marcos Alonso,Celta Vigo,La Liga,ESP,ESP,DF,CB,33.0,1171,13.0,0,0,0.5,0.3,874,87.8,67.23076923076923,0.878,10,5,0.38461538461538464,11,4,0.8461538461538461,14,1.0769230769230769,14,1.0769230769230769,33,2.5384615384615383,23,1.7692307692307692,8.76923076923077,1.2884615384615383,1.88,9.65,35.0,8.16,imputed,0
marcos-senesi-bournemouth,Marcos Senesi,Bournemouth,Premier League,ARG,ENG,DF,CB,27.0,917,10.2,0,0,0.8,0.4,440,76.1,43.13725490196079,0.7609999999999999,8,5,0.4901960784313726,2,0,0.19607843137254904,33,3.235294117647059,11,1.0784313725490198,20,1.9607843137254903,11,1.0784313725490198,6.176470588235294,0.8823529411764708,1.23,6.72,31.37,16.2,imputed,1
mario-gila-lazio,Mario Gila,Lazio,Serie A,ESP,ITA,DF,CB,24.0,1191,13.2,1,0,0.6,0.3,783,91.5,59.31818181818182,0.915,5,2,0.15151515151515152,6,2,0.4545454545454546,29,2.1969696969696972,13,0.9848484848484849,30,2.272727272727273,18,1.3636363636363638,3.7121212121212124,1.0416666666666667,1.41,4.39,31.29,25.34,imputed,1
mark-mckenzie-toulouse,Mark McKenzie,Toulouse,Ligue 1,USA,FRA,DF,CB,25.0,1144,12.7,0,0,0.0,0.0,497,84.8,39.13385826771654,0.848,5,2,0.15748031496062992,0,0,0.0,21,1.6535433070866143,10,0.7874015748031497,17,1.3385826771653544,1,0.07874015748031496,2.204724409448819,0.11811023622047244,0.13,2.24,6.14,14.42,imputed,1
marko-ivezić-holstein-kiel,Marko Ivezić,Holstein Kiel,Bundesliga,SRB,GER,DF,CB,23.0,990,11.0,0,0,0.2,0.2,483,87.2,43.90909090909091,0.872,3,0,0.0,4,0,0.36363636363636365,22,2.0,15,1.3636363636363635,15,1.3636363636363635,2,0.18181818181818182,2.090909090909091,0.40909090909090906,0.18,2.18,17.27,14.61,imputed,1
marquinhos-paris-s-g,Marquinhos,Paris S-G,Ligue 1,BRA,FRA,DF,CB,30.0,1016,11.3,0,0,0.4,0.2,1028,94.7,90.97345132743362,0.9470000000000001,4,3,0.2654867256637168,5,1,0.44247787610619466,18,1.5929203539823007,7,0.6194690265486725,20,1.7699115044247786,21,1.8584070796460175,6.814159292035398,1.1946902654867255,1.94,7.74,31.15,17.18,imputed,1
martin-valjent-mallorca,Martin Valjent,Mallorca,La Liga,SVK,ESP,DF,CB,29.0,1330,14.8,0,0,0.2,0.0,548,84.8,37.027027027027025,0.848,4,3,0.2027027027027027,3,1,0.2027027027027027,14,0.9459459459459459,11,0.7432432432432432,22,1.4864864864864864,8,0.5405405405405405,1.7567567567567566,0.38851351351351343,0.6,2.03,11.28,11.84,imputed,1
mathías-olivera-napoli,Mathías Olivera,Napoli,Serie A,URU,ITA,DF,CB,27.0,1294,14.4,0,1,0.5,1.2,662,84.2,45.97222222222222,0.8420000000000001,11,4,0.2777777777777778,7,2,0.4861111111111111,40,2.7777777777777777,19,1.3194444444444444,18,1.25,23,1.597222222222222,12.222222222222221,1.302083333333333,1.68,13.02,42.43,24.99,imputed,1
matija-nastasić-leganés,Matija Nastasić,Leganés,La Liga,SRB,ESP,DF,CB,31.0,1029,11.4,0,0,0.0,0.0,334,80.9,29.298245614035086,0.809,1,1,0.08771929824561403,0,0,0.0,13,1.1403508771929824,12,1.0526315789473684,14,1.2280701754385965,0,0.0,0.3508771929824561,0.043859649122807015,0.03,0.35,2.98,5.86,imputed,1
matthias-ginter-freiburg,Matthias Ginter,Freiburg,Bundesliga,GER,GER,DF,CB,30.0,1057,11.7,1,0,0.6,0.2,550,83.1,47.00854700854701,0.831,2,2,0.17094017094017094,7,2,0.5982905982905983,12,1.0256410256410258,5,0.4273504273504274,39,3.3333333333333335,4,0.3418803418803419,3.076923076923077,0.6837606837606839,0.39,3.25,28.89,12.43,imputed,0
matthijs-de-ligt-manchester-utd,Matthijs de Ligt,Manchester Utd,Premier League,NED,ENG,DF,CB,25.0,1139,12.7,1,0,1.2,0.1,732,91.6,57.637795275590555,0.9159999999999999,1,0,0.0,8,6,0.6299212598425197,13,1.0236220472440944,20,1.5748031496062993,29,2.283464566929134,3,0.2362204724409449,1.7322834645669292,0.5511811023622047,0.24,1.85,22.05,25.03,imputed,1
mattia-viti-empoli,Mattia Viti,Empoli,Serie A,ITA,ITA,DF,CB,22.0,1440,16.0,0,0,0.5,0.1,558,84.2,34.875,0.8420000000000001,4,2,0.125,9,1,0.5625,39,2.4375,28,1.75,28,1.75,8,0.5,1.875,0.546875,0.54,2.12,17.69,17.23,imputed,0
max-geschwill-holstein-kiel,Max Geschwill,Holstein Kiel,Bundesliga,GER,GER,DF,CB,23.0,1014,11.3,1,2,0.6,0.7,418,75.2,36.991150442477874,0.752,4,2,0.17699115044247787,7,1,0.6194690265486725,21,1.8584070796460175,22,1.9469026548672566,12,1.0619469026548671,2,0.17699115044247787,4.778761061946902,0.48672566371681414,0.23,4.87,20.18,1.0,transfermarkt,0
max-kilman-west-ham,Max Kilman,West Ham,Premier League,ENG,ENG,DF,CB,27.0,1530,17.0,0,1,1.4,0.8,760,86.0,44.705882352941174,0.86,15,10,0.5882352941176471,10,2,0.5882352941176471,16,0.9411764705882353,23,1.3529411764705883,53,3.1176470588235294,14,0.8235294117647058,3.176470588235294,0.8088235294117647,1.0,3.59,28.53,26.49,imputed,0
maxence-lacroix-crystal-palace,Maxence Lacroix,Crystal Palace,Premier League,FRA,ENG,DF,CB,24.0,1260,14.0,1,1,1.4,0.3,506,80.8,36.142857142857146,0.8079999999999999,9,7,0.5,12,1,0.8571428571428571,30,2.142857142857143,26,1.8571428571428572,26,1.8571428571428572,3,0.21428571428571427,2.2857142857142856,0.5714285714285714,0.36,2.39,23.43,20.0,transfermarkt,1
michael-amir-murillo-marseille,Michael Amir Murillo,Marseille,Ligue 1,PAN,FRA,DF,CB,28.0,1154,12.8,0,0,0.2,0.5,688,87.1,53.75,0.871,15,8,0.625,5,0,0.390625,26,2.03125,10,0.78125,19,1.484375,11,0.859375,10.46875,0.7421875,1.05,10.9,25.94,17.55,imputed,1
michael-svoboda-venezia,Michael Svoboda,Venezia,Serie A,AUT,ITA,DF,CB,26.0,1314,14.6,1,0,0.2,0.6,703,84.8,48.15068493150685,0.848,3,2,0.136986301369863,4,4,0.273972602739726,26,1.7808219178082192,22,1.5068493150684932,35,2.397260273972603,13,0.8904109589041096,4.041095890410959,0.7705479452054795,0.93,4.49,26.23,24.0,imputed,1
modibo-sagnan-montpellier,Modibo Sagnan,Montpellier,Ligue 1,MLI,FRA,DF,CB,25.0,1105,12.3,1,0,0.6,0.5,473,88.9,38.45528455284553,0.889,8,4,0.3252032520325203,8,2,0.6504065040650406,26,2.113821138211382,17,1.3821138211382114,18,1.4634146341463414,7,0.5691056910569106,2.5203252032520322,0.6910569105691057,0.67,2.8,24.88,20.15,imputed,1
moussa-diarra-alavés,Moussa Diarra,Alavés,La Liga,MLI,ESP,DF,CB,24.0,939,10.4,0,0,0.0,0.0,318,77.2,30.576923076923077,0.772,8,4,0.3846153846153846,1,0,0.09615384615384615,19,1.8269230769230769,12,1.1538461538461537,16,1.5384615384615383,8,0.7692307692307692,6.0576923076923075,0.5528846153846153,0.88,6.44,18.37,10.66,imputed,1
moussa-niakhate-lyon,Moussa Niakhate,Lyon,Ligue 1,SEN,FRA,DF,CB,28.0,1080,12.0,0,0,0.1,0.2,603,89.1,50.25,0.8909999999999999,2,2,0.16666666666666666,2,1,0.16666666666666666,24,2.0,8,0.6666666666666666,13,1.0833333333333333,15,1.25,2.5,0.75,1.3,3.12,19.0,14.95,imputed,1
moïse-bombito-nice,Moïse Bombito,Nice,Ligue 1,CAN,FRA,DF,CB,24.0,1144,12.7,0,0,0.6,0.0,653,90.4,51.417322834645674,0.904,11,8,0.6299212598425197,4,1,0.31496062992125984,17,1.3385826771653544,9,0.7086614173228347,20,1.5748031496062993,14,1.1023622047244095,1.4960629921259843,0.7283464566929134,1.29,2.05,21.02,18.33,imputed,1
murillo-nott-ham-forest,Murillo,Nott'ham Forest,Premier League,BRA,ENG,DF,CB,22.0,1507,16.7,1,0,1.0,0.9,539,80.2,32.27544910179641,0.802,15,12,0.718562874251497,14,4,0.8383233532934132,21,1.25748502994012,13,0.7784431137724551,18,1.0778443113772456,11,0.6586826347305389,3.413173652694611,0.718562874251497,0.87,3.74,24.43,19.58,imputed,1
nahuel-tenaglia-alavés,Nahuel Tenaglia,Alavés,La Liga,ARG,ESP,DF,CB,28.0,1291,14.3,1,1,0.5,0.7,337,68.4,23.566433566433567,0.684,14,7,0.4895104895104895,10,2,0.6993006993006993,39,2.727272727272727,14,0.979020979020979,16,1.1188811188811187,16,1.1188811188811187,11.398601398601398,1.1188811188811187,1.27,11.96,39.72,18.06,imputed,1
nathan-collins-brentford,Nathan Collins,Brentford,Premier League,IRL,ENG,DF,CB,23.0,1530,17.0,2,1,2.0,1.3,833,85.1,49.0,0.851,7,4,0.23529411764705882,10,5,0.5882352941176471,21,1.2352941176470589,17,1.0,62,3.6470588235294117,14,0.8235294117647058,4.9411764705882355,1.088235294117647,0.89,5.35,43.88,35.03,imputed,1
nayef-aguerd-real-sociedad,Nayef Aguerd,Real Sociedad,La Liga,MAR,ESP,DF,CB,28.0,1099,12.2,0,0,1.9,0.1,726,88.5,59.50819672131148,0.885,6,3,0.24590163934426232,10,4,0.819672131147541,19,1.557377049180328,9,0.7377049180327869,33,2.7049180327868854,12,0.9836065573770493,2.1311475409836067,0.9016393442622951,1.06,2.62,27.21,35.0,transfermarkt,1
nico-schlotterbeck-dortmund,Nico Schlotterbeck,Dortmund,Bundesliga,GER,GER,DF,CB,25.0,1242,13.8,0,2,0.6,0.9,1153,89.8,83.55072463768116,0.898,12,8,0.5797101449275363,7,2,0.5072463768115941,30,2.1739130434782608,18,1.3043478260869565,32,2.318840579710145,26,1.8840579710144927,6.304347826086956,1.286231884057971,2.06,7.25,36.74,37.65,imputed,0
nicolò-savona-juventus,Nicolò Savona,Juventus,Serie A,ITA,ITA,DF,CB,21.0,936,10.4,2,0,0.4,1.0,655,91.2,62.980769230769226,0.912,8,5,0.4807692307692307,5,4,0.4807692307692307,17,1.6346153846153846,6,0.5769230769230769,2,0.1923076923076923,23,2.2115384615384617,12.403846153846153,1.4903846153846154,2.36,13.51,42.31,19.49,imputed,0
nikola-milenković-nott-ham-forest,Nikola Milenković,Nott'ham Forest,Premier League,SRB,ENG,DF,CB,27.0,1440,16.0,2,1,2.5,0.2,386,84.1,24.125,0.841,1,1,0.0625,17,4,1.0625,17,1.0625,15,0.9375,41,2.5625,2,0.125,2.4375,0.8125,0.14,2.5,35.88,24.82,imputed,1
noussair-mazraoui-manchester-utd,Noussair Mazraoui,Manchester Utd,Premier League,MAR,ENG,DF,CB,27.0,1249,13.9,0,1,0.4,0.2,764,86.1,54.96402877697842,0.861,28,19,1.3669064748201438,6,2,0.4316546762589928,55,3.9568345323741005,14,1.0071942446043165,25,1.7985611510791366,17,1.223021582733813,10.503597122302159,0.935251798561151,1.63,11.12,32.81,25.07,imputed,1
nélson-semedo-wolves,Nélson Semedo,Wolves,Premier League,POR,ENG,DF,CB,31.0,1227,13.6,0,3,0.4,1.3,494,81.3,36.32352941176471,0.813,33,16,1.1764705882352942,7,3,0.5147058823529412,34,2.5,7,0.5147058823529412,18,1.3235294117647058,24,1.7647058823529411,10.441176470588236,1.1948529411764706,2.12,11.32,35.96,14.77,imputed,1
obite-n-dicka-roma,Obite N'Dicka,Roma,Serie A,CIV,ITA,DF,CB,25.0,1530,17.0,0,1,0.5,0.6,1126,94.1,66.23529411764706,0.941,2,0,0.0,7,2,0.4117647058823529,15,0.8823529411764706,22,1.2941176470588236,31,1.8235294117647058,15,0.8823529411764706,2.411764705882353,0.7058823529411764,0.88,2.85,20.59,32.73,imputed,1
omar-alderete-getafe,Omar Alderete,Getafe,La Liga,PAR,ESP,DF,CB,28.0,1516,16.8,0,0,0.5,0.9,457,69.5,27.202380952380953,0.695,13,7,0.41666666666666663,19,6,1.130952380952381,26,1.5476190476190474,21,1.25,54,3.214285714285714,21,1.25,4.404761904761904,1.2648809523809526,1.38,5.03,41.25,15.84,imputed,1
